age_group,baseline_top_position,verb,subject,spacy_frequency,ud_frequency,spacy_table_available,ud_table_available
overall,4,have,breakfast,6.0,0.0,True,True
overall,4,have,brenda,0.0,4.0,True,True
overall,4,have,brett,4.0,0.0,True,True
overall,4,have,brian,7.0,1.0,True,True
overall,4,have,brianne,1.0,0.0,True,True
overall,4,have,briar,1.0,0.0,True,True
overall,4,have,brick,5.0,0.0,True,True
overall,4,have,bridge,1.0,0.0,True,True
overall,4,have,bristol,1.0,0.0,True,True
overall,4,have,british,1.0,1.0,True,True
overall,4,have,brittany,4.0,2.0,True,True
overall,4,have,bro,16.0,10.0,True,True
overall,4,have,broken,1.0,0.0,True,True
overall,4,have,brontosauraus,0.0,1.0,True,True
overall,4,have,bronwyn,2.0,0.0,True,True
overall,4,have,broom,1.0,1.0,True,True
overall,4,have,brother,39.0,31.0,True,True
overall,4,have,bruce,1.0,0.0,True,True
overall,4,have,bubble,1.0,0.0,True,True
overall,4,have,bucket,2.0,0.0,True,True
overall,4,have,bud,1.0,1.0,True,True
overall,4,have,buddy,5.0,4.0,True,True
overall,4,have,budleyley,2.0,0.0,True,True
overall,4,have,bug,16.0,9.0,True,True
overall,4,have,builder,2.0,0.0,True,True
overall,4,have,building,3.0,0.0,True,True
overall,4,have,bull,5.0,3.0,True,True
overall,4,have,bulldozer,1.0,0.0,True,True
overall,4,have,bum,3.0,0.0,True,True
overall,4,have,bun,2.0,0.0,True,True
overall,4,have,bungalow,1.0,0.0,True,True
overall,4,have,bunny,26.0,12.0,True,True
overall,4,have,bunny+rabbit,3.0,0.0,True,True
overall,4,have,bunnyrabbit,0.0,1.0,True,True
overall,4,have,burger_ke,1.0,0.0,True,True
overall,4,have,burra,1.0,0.0,True,True
overall,4,have,burt,1.0,1.0,True,True
overall,4,have,bus,15.0,1.0,True,True
overall,4,have,bush,1.0,0.0,True,True
overall,4,have,buss,2.0,0.0,True,True
overall,4,have,busse,0.0,1.0,True,True
overall,4,have,buster,1.0,1.0,True,True
overall,4,have,butch,1.0,1.0,True,True
overall,4,have,butter,1.0,0.0,True,True
overall,4,have,butterfly,12.0,7.0,True,True
overall,4,have,butterflys,1.0,0.0,True,True
overall,4,have,button,6.0,0.0,True,True
overall,4,have,buzz,1.0,0.0,True,True
overall,4,have,buzz_lightyear,5.0,0.0,True,True
overall,4,have,bwww,1.0,0.0,True,True
overall,4,have,bye,1.0,1.0,True,True
overall,4,have,byebye,4.0,1.0,True,True
overall,4,have,c,1.0,0.0,True,True
overall,4,have,cabinet,0.0,1.0,True,True
overall,4,have,caillou,2.0,0.0,True,True
overall,4,have,caitlin,2.0,0.0,True,True
overall,4,have,caitlyn,1.0,1.0,True,True
overall,4,have,cake,4.0,2.0,True,True
overall,4,have,calendar,2.0,0.0,True,True
overall,4,have,calf,4.0,2.0,True,True
overall,4,have,california,1.0,0.0,True,True
overall,4,have,call,1.0,0.0,True,True
overall,4,have,camel,5.0,2.0,True,True
overall,4,have,camera,5.0,1.0,True,True
overall,4,have,campground,1.0,0.0,True,True
overall,4,have,can,2.0,2.0,True,True
overall,4,have,candle,2.0,0.0,True,True
overall,4,have,candy,1.0,1.0,True,True
overall,4,have,canoe,1.0,0.0,True,True
overall,4,have,captain,1.0,2.0,True,True
overall,4,have,captain_hook,2.0,0.0,True,True
overall,4,have,car,92.0,41.0,True,True
overall,4,have,cara,1.0,1.0,True,True
overall,4,have,card,7.0,1.0,True,True
overall,4,have,cardigan,1.0,0.0,True,True
overall,4,have,care_bear,1.0,0.0,True,True
overall,4,have,carl,11.0,2.0,True,True
overall,4,have,carli,1.0,0.0,True,True
overall,4,have,carol,5.0,3.0,True,True
overall,4,have,caroline,12.0,0.0,True,True
overall,4,have,carriage,8.0,1.0,True,True
overall,4,have,carrot,5.0,0.0,True,True
overall,4,have,carry,1.0,0.0,True,True
overall,4,have,carryck,1.0,0.0,True,True
overall,4,have,carter,1.0,1.0,True,True
overall,4,have,carton,1.0,0.0,True,True
overall,4,have,cas,2.0,0.0,True,True
overall,4,have,casey,2.0,0.0,True,True
overall,4,have,cassandra,1.0,1.0,True,True
overall,4,have,cassie,1.0,0.0,True,True
overall,4,have,castle,1.0,0.0,True,True
overall,4,have,cat,88.0,22.0,True,True
overall,4,have,cat+food,2.0,0.0,True,True
overall,4,have,caterpillar,8.0,3.0,True,True
overall,4,have,cath,2.0,0.0,True,True
overall,4,have,cathedral,0.0,1.0,True,True
overall,4,have,catherine,3.0,2.0,True,True
overall,4,have,cathy,11.0,4.0,True,True
overall,4,have,cause,1.0,0.0,True,True
overall,4,have,cavemen,0.0,1.0,True,True
overall,4,have,center,1.0,0.0,True,True
overall,4,have,central,1.0,0.0,True,True
overall,4,have,centre,1.0,0.0,True,True
overall,4,have,cereal,2.0,1.0,True,True
overall,4,have,cha,6.0,0.0,True,True
overall,4,have,chad,1.0,0.0,True,True
overall,4,have,chain,2.0,0.0,True,True
overall,4,have,chair,10.0,1.0,True,True
overall,4,have,channel,1.0,0.0,True,True
overall,4,have,chantilly,0.0,1.0,True,True
overall,4,have,character,2.0,2.0,True,True
overall,4,have,charles,1.0,0.0,True,True
overall,4,have,charlie,4.0,0.0,True,True
overall,4,have,charlotte,6.0,0.0,True,True
overall,4,have,chart,1.0,1.0,True,True
overall,4,have,check,3.0,0.0,True,True
overall,4,have,cheek,1.0,0.0,True,True
overall,4,have,cheese,11.0,5.0,True,True
overall,4,have,cheetah,2.0,0.0,True,True
overall,4,have,chef,1.0,1.0,True,True
overall,4,have,chep,1.0,0.0,True,True
overall,4,have,cherry,1.0,0.0,True,True
overall,4,have,cheryl,1.0,0.0,True,True
overall,4,have,chest,2.0,0.0,True,True
overall,4,have,chester,3.0,0.0,True,True
overall,4,have,chi,28.0,26.0,True,True
overall,4,have,chick,1.0,1.0,True,True
overall,4,have,chicken,5.0,6.0,True,True
overall,4,have,chickie,1.0,0.0,True,True
overall,4,have,child,116.0,20.0,True,True
overall,4,have,children,1.0,0.0,True,True
overall,4,have,childsname,3.0,0.0,True,True
overall,4,have,chillberg,1.0,0.0,True,True
overall,4,have,chimney,1.0,0.0,True,True
overall,4,have,china,0.0,1.0,True,True
overall,4,have,chip,5.0,0.0,True,True
overall,4,have,chipmunk,1.0,1.0,True,True
overall,4,have,choc_choc,7.0,0.0,True,True
overall,4,have,chocolate,2.0,0.0,True,True
overall,4,have,chok,3.0,0.0,True,True
overall,4,have,choo_choo,2.0,0.0,True,True
overall,4,have,choo_choos,2.0,0.0,True,True
overall,4,have,chris,4.0,0.0,True,True
overall,4,have,chrissie,1.0,1.0,True,True
overall,4,have,christine,4.0,0.0,True,True
overall,4,have,christmas,2.0,0.0,True,True
overall,4,have,christmas+trees,1.0,0.0,True,True
overall,4,have,christopher,6.0,7.0,True,True
overall,4,have,christopher_robin,3.0,0.0,True,True
overall,4,have,chrystal,1.0,1.0,True,True
overall,4,have,chu,2.0,0.0,True,True
overall,4,have,chuckie_cheese,1.0,0.0,True,True
overall,4,have,church,5.0,1.0,True,True
overall,4,have,cinderella,15.0,5.0,True,True
overall,4,have,cindy,4.0,3.0,True,True
overall,4,have,circle,2.0,0.0,True,True
overall,4,have,circus,1.0,2.0,True,True
overall,4,have,city,5.0,3.0,True,True
overall,4,have,cj,1.0,1.0,True,True
overall,4,have,clair,1.0,0.0,True,True
overall,4,have,claire,4.0,0.0,True,True
overall,4,have,class,3.0,2.0,True,True
overall,4,have,classmate,1.0,0.0,True,True
overall,4,have,claude,1.0,1.0,True,True
overall,4,have,claus,2.0,0.0,True,True
overall,4,have,clay,0.0,1.0,True,True
overall,4,have,cleaner,1.0,0.0,True,True
overall,4,have,clifford,2.0,1.0,True,True
overall,4,have,climb,1.0,0.0,True,True
overall,4,have,clock,10.0,1.0,True,True
overall,4,have,clothe,10.0,0.0,True,True
overall,4,have,cloud,2.0,0.0,True,True
overall,4,have,clown,8.0,3.0,True,True
overall,4,have,clown'll,1.0,0.0,True,True
overall,4,have,clownfish,1.0,0.0,True,True
overall,4,have,clue,1.0,0.0,True,True
overall,4,have,cmon,2.0,0.0,True,True
overall,4,have,cname,0.0,23.0,True,True
overall,4,have,coal,1.0,0.0,True,True
overall,4,have,coat,0.0,1.0,True,True
overall,4,have,cock_a_doodle_doo,1.0,0.0,True,True
overall,4,have,cockadoo,1.0,0.0,True,True
overall,4,have,cockerel,1.0,0.0,True,True
overall,4,have,coco,1.0,0.0,True,True
overall,4,have,coconut,1.0,0.0,True,True
overall,4,have,cod,1.0,0.0,True,True
overall,4,have,cody,2.0,0.0,True,True
overall,4,have,coffee,1.0,0.0,True,True
overall,4,have,cold,1.0,0.0,True,True
overall,4,have,colleen,0.0,2.0,True,True
overall,4,have,college,2.0,1.0,True,True
overall,4,have,collin,1.0,0.0,True,True
overall,4,have,color,20.0,1.0,True,True
overall,4,have,columbus,0.0,1.0,True,True
overall,4,have,comb,2.0,3.0,True,True
overall,4,have,come,7.0,0.0,True,True
overall,4,have,come_on,1.0,0.0,True,True
overall,4,have,company,2.0,0.0,True,True
overall,4,have,computer,0.0,1.0,True,True
overall,4,have,condor,1.0,0.0,True,True
overall,4,have,cone,1.0,0.0,True,True
overall,4,have,connor,1.0,2.0,True,True
overall,4,have,conor,4.0,0.0,True,True
overall,4,have,container,1.0,0.0,True,True
overall,4,have,controller,1.0,0.0,True,True
overall,4,have,cook,1.0,1.0,True,True
overall,4,have,cookie,9.0,3.0,True,True
overall,4,have,cookie_monster,3.0,0.0,True,True
overall,4,have,cookiemonster,0.0,1.0,True,True
overall,4,have,coop,1.0,0.0,True,True
overall,4,have,corduroy,2.0,1.0,True,True
overall,4,have,corey,1.0,0.0,True,True
overall,4,have,cormack,1.0,0.0,True,True
overall,4,have,corn,2.0,0.0,True,True
overall,4,have,corner,1.0,0.0,True,True
overall,4,have,cornflake,1.0,0.0,True,True
overall,4,have,cornflakes,1.0,0.0,True,True
overall,4,have,corny,2.0,2.0,True,True
overall,4,have,costello,1.0,1.0,True,True
overall,4,have,costume,2.0,0.0,True,True
overall,4,have,cottoncandy,0.0,1.0,True,True
overall,4,have,couch,1.0,0.0,True,True
overall,4,have,cough,4.0,0.0,True,True
overall,4,have,coul,1.0,0.0,True,True
overall,4,have,coulda,1.0,0.0,True,True
overall,4,have,council,1.0,0.0,True,True
overall,4,have,count,2.0,2.0,True,True
overall,4,have,country,2.0,1.0,True,True
overall,4,have,couple,4.0,4.0,True,True
overall,4,have,coupling,1.0,0.0,True,True
overall,4,have,cousin,11.0,3.0,True,True
overall,4,have,cover,2.0,0.0,True,True
overall,4,have,cow,78.0,55.0,True,True
overall,4,have,cowboy,4.0,2.0,True,True
overall,4,have,crab,4.0,0.0,True,True
overall,4,have,crabs,1.0,0.0,True,True
overall,4,have,cracker,2.0,0.0,True,True
overall,4,have,crane,9.0,5.0,True,True
overall,4,have,cranky,1.0,0.0,True,True
overall,4,have,crash,2.0,0.0,True,True
overall,4,have,crayon,3.0,0.0,True,True
overall,4,have,cream,2.0,1.0,True,True
overall,4,have,creche,1.0,0.0,True,True
overall,4,have,crest,1.0,0.0,True,True
overall,4,have,cricket,2.0,2.0,True,True
overall,4,have,cricter,3.0,3.0,True,True
overall,4,have,crispie,1.0,0.0,True,True
overall,4,have,crocodile,13.0,1.0,True,True
overall,4,have,cromer,9.0,6.0,True,True
overall,4,have,crow,1.0,0.0,True,True
overall,4,have,crown,1.0,0.0,True,True
overall,4,have,cub,1.0,1.0,True,True
overall,4,have,cube,2.0,0.0,True,True
overall,4,have,cup,15.0,7.0,True,True
overall,4,have,cupboard,2.0,0.0,True,True
overall,4,have,cupcake,1.0,0.0,True,True
overall,4,have,cushion,2.0,0.0,True,True
overall,4,have,custard,1.0,0.0,True,True
overall,4,have,cutter,1.0,0.0,True,True
overall,4,have,cwww,3.0,0.0,True,True
overall,4,have,cycle,2.0,0.0,True,True
overall,4,have,cómo,1.0,0.0,True,True
overall,4,have,d,5.0,0.0,True,True
overall,4,have,d'you,17.0,0.0,True,True
overall,4,have,dad,49.0,24.0,True,True
overall,4,have,dad'll,1.0,0.0,True,True
overall,4,have,dada,11.0,0.0,True,True
overall,4,have,dadda,4.0,1.0,True,True
overall,4,have,daddy,483.0,182.0,True,True
overall,4,have,daddy'll,5.0,0.0,True,True
overall,4,have,daddy_rod,3.0,0.0,True,True
overall,4,have,dainkner,1.0,0.0,True,True
overall,4,have,daisy,8.0,0.0,True,True
overall,4,have,daisys,1.0,0.0,True,True
overall,4,have,dalmations,1.0,0.0,True,True
overall,4,have,dan,5.0,1.0,True,True
overall,4,have,dan_dog,1.0,0.0,True,True
overall,4,have,dancer,1.0,0.0,True,True
overall,4,have,danger,1.0,0.0,True,True
overall,4,have,daniel,4.0,1.0,True,True
overall,4,have,danny,5.0,40.0,True,True
overall,4,have,dapple,1.0,0.0,True,True
overall,4,have,darlene,0.0,1.0,True,True
overall,4,have,darling,1.0,0.0,True,True
overall,4,have,darren,4.0,0.0,True,True
overall,4,have,dat,2.0,0.0,True,True
overall,4,have,dau_au,1.0,0.0,True,True
overall,4,have,dauau,0.0,1.0,True,True
overall,4,have,daughter,8.0,10.0,True,True
overall,4,have,david,13.0,8.0,True,True
overall,4,have,davis,1.0,0.0,True,True
overall,4,have,day,6.0,0.0,True,True
overall,4,have,dear,1.0,0.0,True,True
overall,4,have,deb,1.0,0.0,True,True
overall,4,have,debbie,3.0,1.0,True,True
overall,4,have,debono,1.0,1.0,True,True
overall,4,have,decky,2.0,0.0,True,True
overall,4,have,declan,1.0,0.0,True,True
overall,4,have,dee,2.0,0.0,True,True
overall,4,have,deedee,1.0,0.0,True,True
overall,4,have,deer,6.0,1.0,True,True
overall,4,have,dei,1.0,0.0,True,True
overall,4,have,deidre,1.0,0.0,True,True
overall,4,have,den,7.0,0.0,True,True
overall,4,have,denise,3.0,2.0,True,True
overall,4,have,dentist,4.0,0.0,True,True
overall,4,have,denver,2.0,0.0,True,True
overall,4,have,derek,2.0,0.0,True,True
overall,4,have,derwood,1.0,0.0,True,True
overall,4,have,dessert,1.0,1.0,True,True
overall,4,have,development,1.0,2.0,True,True
overall,4,have,dey,2.0,0.0,True,True
overall,4,have,di'jou,1.0,0.0,True,True
overall,4,have,diada,1.0,0.0,True,True
overall,4,have,diadora,1.0,0.0,True,True
overall,4,have,diandra,2.0,4.0,True,True
overall,4,have,diaper,2.0,1.0,True,True
overall,4,have,didja,5.0,0.0,True,True
overall,4,have,didjou,3.0,0.0,True,True
overall,4,have,didsbury,1.0,0.0,True,True
overall,4,have,die,4.0,0.0,True,True
overall,4,have,diego,0.0,1.0,True,True
overall,4,have,diesel,1.0,0.0,True,True
overall,4,have,dig,4.0,0.0,True,True
overall,4,have,digby,2.0,2.0,True,True
overall,4,have,digger,8.0,0.0,True,True
overall,4,have,dijou,1.0,0.0,True,True
overall,4,have,dimitra,15.0,0.0,True,True
overall,4,have,din_din,1.0,0.0,True,True
overall,4,have,dingo,12.0,12.0,True,True
overall,4,have,dinner,4.0,0.0,True,True
overall,4,have,dinosaur,32.0,15.0,True,True
overall,4,have,dinotherium,1.0,1.0,True,True
overall,4,have,dino–doe,0.0,1.0,True,True
overall,4,have,dipsy,13.0,0.0,True,True
overall,4,have,dirt,1.0,0.0,True,True
overall,4,have,dis,2.0,0.0,True,True
overall,4,have,disappear,1.0,0.0,True,True
overall,4,have,disaster,1.0,0.0,True,True
overall,4,have,diver,1.0,1.0,True,True
overall,4,have,dixon,1.0,0.0,True,True
overall,4,have,djou,3.0,0.0,True,True
overall,4,have,do,2.0,0.0,True,True
overall,4,have,dobbin,2.0,0.0,True,True
overall,4,have,doctor,13.0,9.0,True,True
overall,4,have,doctor_horton,1.0,0.0,True,True
overall,4,have,doctor_jeannine,1.0,0.0,True,True
overall,4,have,doctor_perise,1.0,0.0,True,True
overall,4,have,doctor_peter,1.0,0.0,True,True
overall,4,have,doctor_weist,1.0,0.0,True,True
overall,4,have,doctorperise,0.0,1.0,True,True
overall,4,have,dog,115.0,36.0,True,True
overall,4,have,doggie,17.0,13.0,True,True
overall,4,have,doggie_woggie,1.0,0.0,True,True
overall,4,have,doggy,19.0,9.0,True,True
overall,4,have,dolce,1.0,0.0,True,True
overall,4,have,doll,25.0,5.0,True,True
overall,4,have,doll+house,1.0,0.0,True,True
overall,4,have,dollar,1.0,0.0,True,True
overall,4,have,dollie,1.0,0.0,True,True
overall,4,have,dolly,5.0,13.0,True,True
overall,4,have,dolly'll,1.0,0.0,True,True
overall,4,have,dolphin,3.0,1.0,True,True
overall,4,have,dom,1.0,0.0,True,True
overall,4,have,dome,1.0,0.0,True,True
overall,4,have,dominic,2.0,0.0,True,True
overall,4,have,don,2.0,1.0,True,True
overall,4,have,donald,3.0,2.0,True,True
overall,4,have,donald_duck,1.0,0.0,True,True
overall,4,have,doncha,1.0,0.0,True,True
overall,4,have,donde,1.0,0.0,True,True
overall,4,have,donkey,1.0,0.0,True,True
overall,4,have,dontcha,2.0,0.0,True,True
overall,4,have,donut,1.0,0.0,True,True
overall,4,have,doobie,1.0,0.0,True,True
overall,4,have,door,12.0,3.0,True,True
overall,4,have,dora,6.0,0.0,True,True
overall,4,have,doreen,1.0,0.0,True,True
overall,4,have,dorothy,2.0,1.0,True,True
overall,4,have,dose,1.0,0.0,True,True
overall,4,have,dot,1.0,0.0,True,True
overall,4,have,doug,6.0,0.0,True,True
overall,4,have,dough,1.0,0.0,True,True
overall,4,have,downstairs,1.0,0.0,True,True
overall,4,have,dragon,9.0,1.0,True,True
overall,4,have,dragon_tale,1.0,0.0,True,True
overall,4,have,drawbridge,1.0,0.0,True,True
overall,4,have,drawing,2.0,0.0,True,True
overall,4,have,dress,3.0,0.0,True,True
overall,4,have,dresser,1.0,0.0,True,True
overall,4,have,drink,4.0,1.0,True,True
overall,4,have,driver,16.0,0.0,True,True
overall,4,have,drrispoli,0.0,1.0,True,True
overall,4,have,drum,3.0,1.0,True,True
overall,4,have,dryad's_saddle,1.0,0.0,True,True
overall,4,have,du,13.0,0.0,True,True
overall,4,have,duck,26.0,10.0,True,True
overall,4,have,duckey,1.0,1.0,True,True
overall,4,have,duckie,2.0,0.0,True,True
overall,4,have,duckling,1.0,0.0,True,True
overall,4,have,ducky,1.0,1.0,True,True
overall,4,have,dudley,1.0,0.0,True,True
overall,4,have,duffy,1.0,0.0,True,True
overall,4,have,duke,1.0,0.0,True,True
overall,4,have,dumbo,3.0,0.0,True,True
overall,4,have,dummy,1.0,0.0,True,True
overall,4,have,dump_buggy,1.0,0.0,True,True
overall,4,have,dumpty,11.0,1.0,True,True
overall,4,have,duncan,4.0,1.0,True,True
overall,4,have,dungaree,1.0,0.0,True,True
overall,4,have,dushon,1.0,0.0,True,True
overall,4,have,dw,3.0,0.0,True,True
overall,4,have,dwarf,2.0,0.0,True,True
overall,4,have,dwww,9.0,5.0,True,True
overall,4,have,dya,5.0,0.0,True,True
overall,4,have,dyeisha,2.0,2.0,True,True
overall,4,have,dyou,84.0,0.0,True,True
overall,4,have,e,3.0,0.0,True,True
overall,4,have,each,20.0,6.0,True,True
overall,4,have,ear,23.0,1.0,True,True
overall,4,have,earl,1.0,1.0,True,True
overall,4,have,early_learne,1.0,0.0,True,True
overall,4,have,earth,2.0,0.0,True,True
overall,4,have,eater,2.0,4.0,True,True
overall,4,have,eczema,1.0,0.0,True,True
overall,4,have,eddie,2.0,0.0,True,True
overall,4,have,eddy,1.0,0.0,True,True
overall,4,have,edena,1.0,0.0,True,True
overall,4,have,edinberg,1.0,0.0,True,True
overall,4,have,edison,1.0,0.0,True,True
overall,4,have,edward,2.0,0.0,True,True
overall,4,have,eel,1.0,0.0,True,True
overall,4,have,eeyore,4.0,0.0,True,True
overall,4,have,efrom,1.0,0.0,True,True
overall,4,have,egg,17.0,3.0,True,True
overall,4,have,egg+box,1.0,0.0,True,True
overall,4,have,eight,3.0,0.0,True,True
overall,4,have,el,1.0,0.0,True,True
overall,4,have,elaine,2.0,1.0,True,True
overall,4,have,elder,1.0,0.0,True,True
overall,4,have,eleanor,28.0,1.0,True,True
overall,4,have,elena,2.0,2.0,True,True
overall,4,have,elephant,115.0,87.0,True,True
overall,4,have,eleven,1.0,0.0,True,True
overall,4,have,ella,1.0,0.0,True,True
overall,4,have,ellen,1.0,0.0,True,True
overall,4,have,ellie,3.0,1.0,True,True
overall,4,have,elmer,2.0,0.0,True,True
overall,4,have,elmo,6.0,4.0,True,True
overall,4,have,els,1.0,0.0,True,True
overall,4,have,elsa,3.0,0.0,True,True
overall,4,have,em,5.0,0.0,True,True
overall,4,have,ema,2.0,2.0,True,True
overall,4,have,emily,4.0,3.0,True,True
overall,4,have,emma,7.0,3.0,True,True
overall,4,have,emmy,1.0,2.0,True,True
overall,4,have,emory,1.0,1.0,True,True
overall,4,have,en,1.0,0.0,True,True
overall,4,have,ename,0.0,2.0,True,True
overall,4,have,encara,1.0,0.0,True,True
overall,4,have,end,7.0,5.0,True,True
overall,4,have,engine,17.0,1.0,True,True
overall,4,have,engineer,1.0,1.0,True,True
overall,4,have,england,1.0,0.0,True,True
overall,4,have,enjoying,1.0,0.0,True,True
overall,4,have,enne,1.0,0.0,True,True
overall,4,have,enough,5.0,0.0,True,True
overall,4,have,envelope,3.0,0.0,True,True
overall,4,have,eric,7.0,5.0,True,True
overall,4,have,erica,1.0,0.0,True,True
overall,4,have,ericka,2.0,2.0,True,True
overall,4,have,erika,2.0,2.0,True,True
overall,4,have,erin,1.0,1.0,True,True
overall,4,have,ernie,7.0,7.0,True,True
overall,4,have,escape,1.0,0.0,True,True
overall,4,have,esther,1.0,1.0,True,True
overall,4,have,et,1.0,0.0,True,True
overall,4,have,ethan,34.0,0.0,True,True
overall,4,have,eva,1.0,0.0,True,True
overall,4,have,evan,1.0,0.0,True,True
overall,4,have,eve,12.0,11.0,True,True
overall,4,have,every,0.0,1.0,True,True
overall,4,have,everybody,110.0,55.0,True,True
overall,4,have,everyone,29.0,5.0,True,True
overall,4,have,everything,14.0,9.0,True,True
overall,4,have,ew,2.0,0.0,True,True
overall,4,have,ewok,0.0,1.0,True,True
overall,4,have,ewww,3.0,0.0,True,True
overall,4,have,eye,47.0,1.0,True,True
overall,4,have,eyebrow,1.0,0.0,True,True
overall,4,have,fabcdef,1.0,0.0,True,True
overall,4,have,fabian,1.0,0.0,True,True
overall,4,have,face,9.0,1.0,True,True
overall,4,have,factory,1.0,0.0,True,True
overall,4,have,fairy,6.0,0.0,True,True
overall,4,have,fallen,1.0,0.0,True,True
overall,4,have,family,21.0,6.0,True,True
overall,4,have,fancy,1.0,0.0,True,True
overall,4,have,fang,1.0,1.0,True,True
overall,4,have,farm,8.0,6.0,True,True
overall,4,have,farmer,14.0,28.0,True,True
overall,4,have,farmerbrown,0.0,1.0,True,True
overall,4,have,farmerfred,0.0,1.0,True,True
overall,4,have,fascination,1.0,0.0,True,True
overall,4,have,father,12.0,6.0,True,True
overall,4,have,father_christmas,2.0,0.0,True,True
overall,4,have,favorite,1.0,0.0,True,True
overall,4,have,fe,1.0,0.0,True,True
overall,4,have,feather,1.0,0.0,True,True
overall,4,have,february,2.0,0.0,True,True
overall,4,have,fee,1.0,0.0,True,True
overall,4,have,feet,1.0,0.0,True,True
overall,4,have,fei,1.0,0.0,True,True
overall,4,have,felicity_fox,1.0,0.0,True,True
overall,4,have,feline,0.0,1.0,True,True
overall,4,have,felix,6.0,1.0,True,True
overall,4,have,female,30.0,28.0,True,True
overall,4,have,fence,5.0,0.0,True,True
overall,4,have,fern,1.0,0.0,True,True
overall,4,have,few,1.0,0.0,True,True
overall,4,have,ffion,1.0,0.0,True,True
overall,4,have,field,1.0,0.0,True,True
overall,4,have,fighter,1.0,0.0,True,True
overall,4,have,finger,39.0,1.0,True,True
overall,4,have,finish,4.0,0.0,True,True
overall,4,have,finished,1.0,0.0,True,True
overall,4,have,fiona,1.0,0.0,True,True
overall,4,have,fire,1.0,0.0,True,True
overall,4,have,fire+engine,4.0,0.0,True,True
overall,4,have,firefighter,3.0,0.0,True,True
overall,4,have,fireman,13.0,0.0,True,True
overall,4,have,fireman_fred,1.0,0.0,True,True
overall,4,have,fireman_sam,4.0,0.0,True,True
overall,4,have,firetruck,2.0,0.0,True,True
overall,4,have,firstname,77.0,30.0,True,True
overall,4,have,fish,27.0,15.0,True,True
overall,4,have,fisherman,1.0,0.0,True,True
overall,4,have,five,4.0,2.0,True,True
overall,4,have,fizz,1.0,0.0,True,True
overall,4,have,flag,0.0,1.0,True,True
overall,4,have,flash,1.0,0.0,True,True
overall,4,have,flip,0.0,1.0,True,True
overall,4,have,flipper,0.0,1.0,True,True
overall,4,have,flood,1.0,0.0,True,True
overall,4,have,floor,4.0,1.0,True,True
overall,4,have,floppy,1.0,0.0,True,True
overall,4,have,flopsy,1.0,2.0,True,True
overall,4,have,flora,1.0,1.0,True,True
overall,4,have,flounder,2.0,0.0,True,True
overall,4,have,flower,16.0,2.0,True,True
overall,4,have,fluffy,1.0,0.0,True,True
overall,4,have,fly,3.0,2.0,True,True
overall,4,have,flymo,1.0,0.0,True,True
overall,4,have,foal,1.0,0.0,True,True
overall,4,have,folk,1.0,1.0,True,True
overall,4,have,food,7.0,1.0,True,True
overall,4,have,foot,26.0,0.0,True,True
overall,4,have,football,3.0,1.0,True,True
overall,4,have,forehead,1.0,0.0,True,True
overall,4,have,foremen,1.0,1.0,True,True
overall,4,have,fork,3.0,0.0,True,True
overall,4,have,forty,1.0,0.0,True,True
overall,4,have,four,2.0,1.0,True,True
overall,4,have,fox,16.0,1.0,True,True
overall,4,have,foxie,0.0,1.0,True,True
overall,4,have,fran,1.0,0.0,True,True
overall,4,have,frances,2.0,0.0,True,True
overall,4,have,francis,2.0,0.0,True,True
overall,4,have,frank,2.0,1.0,True,True
overall,4,have,frankenstein,0.0,1.0,True,True
overall,4,have,franklin,7.0,0.0,True,True
overall,4,have,frannie,2.0,2.0,True,True
overall,4,have,franny,1.0,1.0,True,True
overall,4,have,franz,0.0,1.0,True,True
overall,4,have,fraser,36.0,8.0,True,True
overall,4,have,fred,8.0,0.0,True,True
overall,4,have,freddie,1.0,0.0,True,True
overall,4,have,freddy,2.0,0.0,True,True
overall,4,have,freezer,1.0,0.0,True,True
overall,4,have,friar's_bush,1.0,0.0,True,True
overall,4,have,fridge,1.0,0.0,True,True
overall,4,have,friend,40.0,8.0,True,True
overall,4,have,friends,1.0,0.0,True,True
overall,4,have,frog,16.0,12.0,True,True
overall,4,have,frogg,1.0,0.0,True,True
overall,4,have,froggie,3.0,1.0,True,True
overall,4,have,froggy,6.0,1.0,True,True
overall,4,have,front,3.0,0.0,True,True
overall,4,have,frostie,1.0,0.0,True,True
overall,4,have,frosty,1.0,2.0,True,True
overall,4,have,frosty_the_snowman,3.0,0.0,True,True
overall,4,have,fruit,1.0,0.0,True,True
overall,4,have,funky,1.0,0.0,True,True
overall,4,have,fur,0.0,1.0,True,True
overall,4,have,futomaki,1.0,0.0,True,True
overall,4,have,fuzzy_felt,1.0,0.0,True,True
overall,4,have,fuzzy_wuzzy,2.0,0.0,True,True
overall,4,have,fuzzywuzzy,0.0,2.0,True,True
overall,4,have,først,1.0,0.0,True,True
overall,4,have,g,1.0,0.0,True,True
overall,4,have,g_i_joe,1.0,0.0,True,True
overall,4,have,gaagaa,1.0,0.0,True,True
overall,4,have,gabby,4.0,0.0,True,True
overall,4,have,gabe,1.0,2.0,True,True
overall,4,have,gabi,3.0,0.0,True,True
overall,4,have,gabriel,2.0,0.0,True,True
overall,4,have,gaby,1.0,0.0,True,True
overall,4,have,gaga,1.0,0.0,True,True
overall,4,have,gail,7.0,7.0,True,True
overall,4,have,gal,1.0,0.0,True,True
overall,4,have,gale,1.0,0.0,True,True
overall,4,have,game,5.0,0.0,True,True
